Gene	sgRNA	eff	T0_mu	D7_mu	PSU_mu	T0_k	D7_k	PSU_k	loglikelihood
CRB2	CRB2_+_126118497.23-P1	1	1525.0	1617.0	1.0	1247.0399811750005	911.0243793339221	528.1341377031464	-1.4389543457311607	-1.7406653389690019	-1.9504476942763962
CRB2	CRB2_-_126131078.23-P2	1	979.0	2.0	1121.0	1209.415936495545	883.5381539766272	512.1999714425217	-1.179594932183823	-1.965572609908695	-1.9472864566639467
CRB2	CRB2_-_126118542.23-P1	1	3100.0	5878.0	2190.0	5439.020784138193	3973.4736727406007	2303.4807184559754	-1.0054425377374179	-1.583762134273913	-1.2731080459852635
CRB2	CRB2_-_126131448.23-P2	1	541.0	2.0	1569.0	1415.9593645807872	1034.4283429179332	599.6732176389027	-0.8447245986343377	-2.0120352634866725	-2.1491886397099145
CRB2	CRB2_-_126118533.23-P1	1	2397.0	5857.0	2955.0	5797.172388971586	4235.121132666748	2455.1615721904777	-0.8739755757462909	-1.5304642164845008	-1.4277756446294763
CRB2	CRB2_+_126118537.23-P1	1	1097.0	1964.0	3.0	1264.263880747436	923.6072897895297	535.4286346606559	-1.2188759748352467	-1.916943544678914	-1.7235214499590563
CRB2	CRB2_+_126118494.23-P1	1	1301.0	8.0	1193.0	1376.1744864809386	1005.3635218817711	582.8239164087286	-1.269385405872131	-1.6558969471866705	-1.877974400596732
CRB2	CRB2_-_126131081.23-P2	1	2000.0	4087.0	1372.0	3611.3393378566193	2638.2619871858833	1529.4390043174606	-0.9926523007419346	-1.621655339628604	-1.2384064120384903
CRB2	CRB2_-_126131454.23-P2	1	1150.0	1024.0	1.0	851.4674079790972	622.039051343265	360.6051225973224	-1.512193715668876	-1.673488026597212	-1.838878625948558
CRB2	CRB2_+_126131139.23-P2	1	1228.0	3.0	1.0	411.6606256739265	300.73844596981974	174.34246924608178	-2.315408596815002	-1.5561278398878478	-1.626662068434267
DCLK2	DCLK2_-_150999622.23-P1P2	1	1941.0	957.0	3.0	1088.1758702405702	788.4953289359721	1146.0662709305002	-1.7451492762895897	-1.4336812337403027	-1.9477315756413562
DCLK2	DCLK2_-_150999968.23-P1P2	1	601.0	1485.0	2.0	884.042244383073	640.5795233485759	931.0728404050625	-1.0883960389772214	-2.009494792172979	-1.9810386342173976
DCLK2	DCLK2_+_151000068.23-P1P2	1	1930.0	59.0	4930.0	2230.8471047992894	1616.478153770953	2349.5270317363297	-1.2172996188630298	-1.2275274660006674	-1.9031026351050988
DCLK2	DCLK2_-_150999592.23-P1P2	1	985.0	6.0	2174.0	1019.200467520024	738.5155560481534	1073.4214120030642	-1.2830266133069588	-1.6420195823122807	-1.867162991226675
DCLK2	DCLK2_-_150999587.23-P1P2	1	2117.0	2972.0	2708.0	2929.9058163599852	2123.018083383387	3085.775309822782	-1.1193835943675117	-1.5399435213473003	-1.2255024437487976
SDSL	SDSL_-_113860565.23-P1P2	1	1876.0	2749.0	1492.0	4612.299820686119	1409.6847231518566	2319.2413409931596	-0.8677598674666904	-1.829696181936964	-1.061607936905605
SDSL	SDSL_-_113860660.23-P1P2	1	1843.0	901.0	712.0	2068.9043823381708	632.3315948290178	1040.3245150196713	-1.234055347234191	-1.5539604498993833	-1.0919322621071597
SDSL	SDSL_+_113860559.23-P1P2	1	625.0	3.0	1137.0	965.414260418267	295.0653225795995	485.4473366853472	-1.064308300393206	-1.5493826438582885	-2.0209634982321045
